date,entity_id,entity_name,value
2022,iran-islamic-rep,Iran,1064215
2022,italy,Italy,796324
2022,japan,Japan,7835519
2022,kazakhstan,Kazakhstan,112540
2022,korea-dem-people-s-rep,North Korea,2000
2022,korea-rep,South Korea,3757049
2022,malaysia,Malaysia,702225
2022,mexico,Mexico,3509072
2022,morocco,Morocco,464864
2022,netherlands,Netherlands,101670
2022,pakistan,Pakistan,235454
2022,philippines,Philippines,92223
2022,poland,Poland,483840
2022,portugal,Portugal,322404
2022,romania,Romania,509465
2022,russian-federation,Russia,608060
2022,serbia,Serbia,4498
2022,slovak-republic,Slovakia,1000000
2022,slovenia,Slovenia,68130
2022,south-africa,South Africa,555889
2022,spain,Spain,2219462
2022,sweden,Sweden,238955
2022,taiwan,Taiwan,261263
2022,thailand,Thailand,1883515
2022,turkiye,Turkey,1352648
2022,ukraine,Ukraine,1490
2022,united-kingdom,United Kingdom,876614
2022,united-states,United States,10060339
2022,uzbekistan,Uzbekistan,333569
2022,viet-nam,Vietnam,232410
2023,algeria,Algeria,2456
2023,argentina,Argentina,610725
2023,australia,Australia,7141
2023,austria,Austria,114191
2023,azerbaijan,Azerbaijan,5110
2023,belgium,Belgium,332103
2023,brazil,Brazil,2324838
2023,canada,Canada,1553758
2023,china,China,30160966
2023,colombia,Colombia,34700
2023,czech-republic,Czechia,1404501
2023,finland,Finland,30191
2023,france,France,1505079
2023,germany,Germany,4109371
2023,hungary,Hungary,507225
2023,india,India,5851507
2023,indonesia,Indonesia,1395717
2023,iran-islamic-rep,Iran,1188471
2023,italy,Italy,880085
2023,japan,Japan,8997440
2023,kazakhstan,Kazakhstan,146989
2023,korea-rep,South Korea,4244000
2023,malaysia,Malaysia,774600
2023,mexico,Mexico,4002047
2023,morocco,Morocco,535825
2023,myanmar,Myanmar,1475
2023,netherlands,Netherlands,123379
2023,pakistan,Pakistan,79513
2023,philippines,Philippines,110350
2023,poland,Poland,612882
2023,portugal,Portugal,318231
2023,romania,Romania,513050
2023,russian-federation,Russia,729864
2023,serbia,Serbia,186
2023,slovak-republic,Slovakia,1080000
2023,slovenia,Slovenia,60881
2023,south-africa,South Africa,633337
2023,spain,Spain,2451221
2023,sweden,Sweden,276750
2023,taiwan,Taiwan,285962
2023,thailand,Thailand,1841663
2023,turkiye,Turkey,1468393
2023,ukraine,Ukraine,1993
2023,united-kingdom,United Kingdom,1025474
2023,united-states,United States,10611555
2023,uzbekistan,Uzbekistan,425876
2023,viet-nam,Vietnam,177435
2024,algeria,Algeria,30108
2024,argentina,Argentina,506571
2024,australia,Australia,7238
2024,austria,Austria,71785
2024,azerbaijan,Azerbaijan,6815
2024,bangladesh,Bangladesh,24
2024,belgium,Belgium,240366
2024,brazil,Brazil,2549595
2024,canada,Canada,1339288
2024,china,China,31281592
2024,colombia,Colombia,23778
2024,czech-republic,Czechia,1458892
2024,ecuador,Ecuador,2700
2024,finland,Finland,22384
2024,france,France,1357701
2024,germany,Germany,4069222
2024,hungary,Hungary,437045
2024,india,India,6014691
2024,indonesia,Indonesia,1196664
2024,iran-islamic-rep,Iran,1077839
2024,italy,Italy,591067
2024,japan,Japan,8234681
2024,kazakhstan,Kazakhstan,144624
2024,korea-rep,South Korea,4127252
2024,malaysia,Malaysia,790347
2024,mexico,Mexico,4202642
2024,morocco,Morocco,559645
2024,myanmar,Myanmar,2711
2024,netherlands,Netherlands,7403
2024,pakistan,Pakistan,128449
2024,philippines,Philippines,126571
2024,poland,Poland,555346
2024,portugal,Portugal,332546
2024,romania,Romania,560102
2024,russian-federation,Russia,982665
2024,serbia,Serbia,235
2024,slovak-republic,Slovakia,993000
2024,slovenia,Slovenia,60903
2024,south-africa,South Africa,599755
2024,spain,Spain,2376504
2024,sweden,Sweden,268487
2024,taiwan,Taiwan,275156
2024,thailand,Thailand,1468997
2024,turkiye,Turkey,1365296
2024,united-kingdom,United Kingdom,905233
2024,united-states,United States,10562188
2024,uzbekistan,Uzbekistan,429364
2024,viet-nam,Vietnam,175661
2025,algeria,Algeria,43052
2025,argentina,Argentina,490876
2025,austria,Austria,70900
2025,azerbaijan,Azerbaijan,4309
2025,belgium,Belgium,253418
2025,brazil,Brazil,2644054
2025,canada,Canada,1237075
2025,china,China,34530738
2025,colombia,Colombia,34546
2025,czech-republic,Czechia,1452776
2025,egypt-arab-rep,Egypt,89570
2025,france,France,1463991
2025,germany,Germany,4148836
2025,hungary,Hungary,411776
2025,india,India,6490810
2025,indonesia,Indonesia,1147600
2025,iran-islamic-rep,Iran,915210
2025,italy,Italy,474044
2025,japan,Japan,8410232
2025,kazakhstan,Kazakhstan,170582
2025,korea-rep,South Korea,4102200
2025,malaysia,Malaysia,747780
2025,mexico,Mexico,4092448
2025,morocco,Morocco,501965
2025,pakistan,Pakistan,190082
2025,poland,Poland,628276
2025,portugal,Portugal,341361
2025,romania,Romania,545510
2025,russian-federation,Russia,853897
2025,serbia,Serbia,51417
2025,slovak-republic,Slovakia,1070000
2025,slovenia,Slovenia,61431
2025,south-africa,South Africa,618077
2025,spain,Spain,2274026
2025,sweden,Sweden,251659
2025,thailand,Thailand,1455569
2025,turkiye,Turkey,1419464
2025,united-kingdom,United Kingdom,764715
2025,united-states,United States,10243844
2025,uzbekistan,Uzbekistan,462343
